,contact_cost,joint_limits_cost,object_cost,pose_cost,power_cost,reach_cost,reg_cost,self_collision_cost
310,0.0,0.0,0.0,31.809857284079122,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,31.558235430662148,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,31.30773773171631,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,31.057329354515606,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,30.806957433147833,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,30.562825701684694,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,30.322765748768195,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,30.087497333107137,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,29.854747604367404,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,29.623664214892564,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,29.39671416374843,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,29.172619862511638,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,28.95268455646986,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,28.73580942695847,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,28.51995236961362,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,28.310347111177098,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,28.10795869455312,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,27.907959080377108,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,27.703916447006584,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,27.49613043568577,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,27.287949381573387,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,27.08632354219989,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,26.88934515049086,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,26.69669091843552,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,26.504768478838855,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,26.3161169433179,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,26.13237403642568,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,25.955525225177546,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,25.779632438266255,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,25.607770098840405,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,25.43689640026257,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,25.267251299829198,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,25.097721601987722,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,24.924985425687577,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,24.74910694619841,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,24.570133378058813,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,24.3952554238332,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,24.225604792284738,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,24.05668349043937,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,23.886498822499153,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,23.721170125011206,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,23.557692125691986,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,23.39503518718321,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,23.228714867496056,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,23.060047224820867,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,22.893881221340045,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,22.729967992800734,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,22.567144242882094,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,22.404477035594827,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,22.241735084249093,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,22.07948825576493,0.0,0.0,0.0,0.0
